row_index,model,fluency_original,code_mixing_naturalness_original,hindi_grammar_original,prompt_adherence_original,spelling_consistency_original,overall_original,fluency_perturbed,code_mixing_naturalness_perturbed,hindi_grammar_perturbed,prompt_adherence_perturbed,spelling_consistency_perturbed,overall_perturbed
772,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0
772,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
772,Qwen2.5-7B,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
773,HingGPT,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
773,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
773,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
773,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
774,HingGPT,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
774,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
774,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0
774,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
775,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0
775,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
775,Qwen2.5-3B,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0
775,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
776,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
776,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0
776,Qwen2.5-3B,,,,,,,3.0,4.0,3.0,4.0,4.0,3.0
776,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
777,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
777,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0
777,Qwen2.5-3B,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
777,Qwen2.5-7B,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0
778,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
778,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
778,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
778,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
779,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0
779,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0
779,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
779,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0
780,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
780,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
780,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
780,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
781,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
781,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
781,Qwen2.5-3B,3.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
781,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
782,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
782,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
782,Qwen2.5-3B,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
782,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0
783,HingGPT,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0
783,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
783,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
783,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
784,HingGPT,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0
784,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0
784,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
784,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
785,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
785,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0
785,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0
785,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
786,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
786,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0
786,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
786,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
787,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0
787,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
787,Qwen2.5-3B,4.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0
787,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0
788,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
788,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,4.0
788,Qwen2.5-3B,3.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
788,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
789,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
789,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
789,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0
789,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
790,HingGPT,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
790,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
790,Qwen2.5-3B,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0
790,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0
791,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
791,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
791,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0
791,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
792,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
792,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
792,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
792,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
793,HingGPT,3.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
793,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0
793,Qwen2.5-3B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
793,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
794,HingGPT,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0
794,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
794,Qwen2.5-3B,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0
794,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
795,HingGPT,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
795,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
795,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
795,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0
796,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
796,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
796,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0
796,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
797,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
797,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
797,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0
797,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
798,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
798,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
798,Qwen2.5-3B,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
798,Qwen2.5-7B,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
799,HingGPT,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0
799,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0
799,Qwen2.5-3B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0
799,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
800,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
800,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0
800,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0
800,Qwen2.5-7B,4.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
801,HingGPT,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0
801,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,3.0
801,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
801,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
802,HingGPT,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0
802,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0
802,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
802,Qwen2.5-7B,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
803,HingGPT,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
803,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
803,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
803,Qwen2.5-7B,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
804,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
804,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
804,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
804,Qwen2.5-7B,2.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0
805,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0
805,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
805,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
805,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
806,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
806,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0
806,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0
806,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
807,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0
807,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
807,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
807,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
808,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
808,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
808,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
808,Qwen2.5-7B,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0
809,HingGPT,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
809,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
809,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0
809,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0
810,HingGPT,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
810,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
810,Qwen2.5-3B,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
810,Qwen2.5-7B,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
811,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0
811,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
811,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
811,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0
812,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
812,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0
812,Qwen2.5-3B,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0
812,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
813,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0
813,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0
813,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
813,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,5.0,3.0
814,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
814,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0
814,Qwen2.5-3B,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0
814,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
815,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
815,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0
815,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
815,Qwen2.5-7B,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
816,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
816,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0
816,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
816,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0
817,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0
817,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0
817,Qwen2.5-3B,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0
817,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0
818,HingGPT,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
818,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0
818,Qwen2.5-3B,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0
818,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
819,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
819,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
819,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
819,Qwen2.5-7B,3.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0
820,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
820,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0
820,Qwen2.5-3B,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0
820,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
821,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
821,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
821,Qwen2.5-3B,3.0,4.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
821,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0
822,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0
822,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
822,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
822,Qwen2.5-7B,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
823,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
823,Phi-3.5-mini,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0
823,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0
823,Qwen2.5-7B,4.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0
824,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
824,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
824,Qwen2.5-3B,3.0,4.0,3.0,1.0,5.0,2.0,,,,,,
824,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0
825,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0
825,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0
825,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
825,Qwen2.5-7B,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
826,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
826,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
826,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0
826,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
827,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
827,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0
827,Qwen2.5-3B,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0
827,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
828,HingGPT,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0
828,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
828,Qwen2.5-3B,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
828,Qwen2.5-7B,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0
829,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
829,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
829,Qwen2.5-3B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
829,Qwen2.5-7B,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
830,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
