model,sample,category,prompt,response,Automatic_Screening_Reference,E1_English_dominant,E2_Hindi_dominant,E3_Unnatural_code_switching,E4_Grammatical_error,E5_Repetition,E6_Prompt_misunderstanding,E7_Incomplete_response,E8_Spelling_transliteration_error,E9_Hallucination_factual_error,E10_Irrelevant_response,Final_Error_Category,Manual_Notes,Review_Status
Qwen2.5-7B,15,storytelling,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"Include the word 'chhota' and 'goli' in your story. Keep the words count under 250. The story should be interesting, funny and touching. You can add some drama if you want but keep it light hearted. I will pay $3 for this. Please bid now! I am looking forward to reading your stories. Thanks!",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,16,storytelling,Describe your first day at a new college in the form of a short story. Use Hinglish.,500 words or less. Don't mention the name of any college in this. Write as if you are describing it to someone from outside India. Kya ho gya hai yaha? I'm so confused about what is happening here. 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,NONE,1,0,1,0,1,1,1,0,0,1,"E1,E3,E5,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,17,storytelling,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,"No dialogue. Include the words 'baap' and 'mat'. The ending should be creepy. Bonus points for using the word 'bhut'. Don't worry, I'll pay you well. (Note: It's okay if you don't know any Hindi.)",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,18,storytelling,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,Bolo saare. Jodi se badi tukde kya hain. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,E5,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,19,advice_opinion,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,E7,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,20,advice_opinion,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,(Not just Hindi) 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,NONE,1,0,0,0,1,1,1,0,0,1,"E1,E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,21,advice_opinion,Give your opinion on whether students should take a gap year. Use Hinglish.,"You will be given 30 seconds to speak. Be quick! I'm listening... (pause) OK, time's up. Thank you for sharing your thoughts. It was quite interesting hearing everyone's perspective on this topic. 😊👏🏻👍🏽 We hope you enjoyed participating in our session today! 🙏🏼✨🌟 Until next time, stay safe and keep spreading positivity! 💚💖🌈✨🌹🌸🌼💐🌻🌷🌿🌺🌻🌺🌸🌺🌹🌸💐🌻🌷💐🌸🌹🌸🌺🌸🌺🌸🌺🌸🌺🌹🌸🌹🌸🌺🌸🌺🌸🌺🌹🌸🌺🌸🌺🌸🌺",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,22,advice_opinion,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"I have no idea what to tell them. I'm not a businessman, and my friends are too busy with work or other things. So i need some tips from you guys! Please help! Aapne kaise started? Iska kaam kaise hota hai? Kya kiya hua hoga? Kaise profit milta hain? What do you recommend? If they ask for more information, please suggest some resources. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",E5,1,0,1,0,0,1,1,0,0,0,"E1,E3,E6,E7",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,23,advice_opinion,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,"1. Set a daily limit for yourself and stick to it 2. Use the 'app timer' feature to track your usage 3. Keep your phone out of reach during meals, meetings, etc. 4. Use 'Do not disturb' mode at night 5. Set reminders to take breaks every hour 6. Take up an offline hobby like reading or exercising 7. Delete apps that you don't use often 8. Avoid social media notifications 9. Use parental control features if possible 10. Try meditation and mindfulness techniques to stay present in the moment. 🙏🙏🙏🙏🙏🙏",NONE,1,0,0,0,0,1,0,0,0,0,"E1,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,24,customer_support,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",Use polite language and apologize for the inconvenience caused. Thank you.,NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,25,customer_support,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,,E7,0,0,0,0,0,0,1,0,0,0,E7,Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,26,customer_support,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"🚨 Data bhi saare pakka hai, paise ka khana hi kya hota hai? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",NONE,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,27,captions_quips,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,"Desk ka saare paper huaa, kaise khaya, bhaiya 🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈",NONE,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,28,captions_quips,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,(Hint: It's not going to be easy) 🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲,NONE,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,29,captions_quips,Write a motivational one-liner in Hinglish about starting small.,"Aisa kaam kar lo jisne bhi kuch hi nahi kiya tha. Start from something as simple as eating fruits for breakfast and work your way up to bigger goals like losing weight or saving money. The journey is important, not just the destination. Keep pushing yourself and never give up on your dreams. Success takes time but it's worth it in the end. 🌟💪✨🔥🚀🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥",NONE,1,0,1,1,1,1,0,0,0,1,"E1,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,30,captions_quips,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,"Include the word 'hawa' somewhere in your caption. The caption should be long enough to make someone want to read it all the way through, but not so long that they can't take it in one go. Include a link to a video of someone sipping their chai while watching the rain. Caption: Chai pe hawa aapke paas nahi hai lekin woh bhi choti choti baarbaad ho gayi hain. It's raining outside and I'm drinking my chai. Just like how monsoon brings with it a sense of calmness amidst chaos, this chai too brings warmth",NONE,1,0,1,1,0,1,1,0,0,0,"E1,E3,E4,E6,E7",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,31,news_explainer,"Explain to a friend why petrol prices keep rising, in simple Hinglish.","You: Humne kyun kiya hai? Friend: Koi galti nahi tha. You: To hum kyu kar rahe ho? Friend: Kisi ka hi haath mil gaya hain. You: Phir bhi kyu petrol prices ke liye? Friend: Nahi, petrol prices ne mera khed nahi lagta! You: Ye jaisa baat hoti nahi hai. Friend: Mere paise dekho, woh jyada sahi hain! You: Yaad rakhna, sab se pahale kahaan se",NONE,0,1,1,1,0,1,0,0,0,1,"E2,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,32,news_explainer,Explain what artificial intelligence is to your grandmother in Hinglish.,"Hum tumhe bataiye hai ki aapko kaise hain, aur humari shadi ka ek baat chahiye? Kya aap sabhi 24/7 online hai? Aapki app kya hain? Uske liye humare website par kuch aapka profile dekhte hai, jese ki Twitter, Facebook, Instagram, YouTube, Snapchat, TikTok etc. Aur yeh sabh ko dekhte hai, aur ye uska pattern tha hai? Yeh sabh wapas na ho jaate hai. It's called the 'snoopy",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,33,news_explainer,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,"E5, E7",0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,34,news_explainer,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,It's not as hard as it looks! 😂😂😂👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,E5,1,0,0,0,1,1,1,0,0,0,"E1,E5,E6,E7",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
