text,hindi_tokens,english_tokens,other_tokens,total_tokens,hindi_ratio,english_ratio,cmi,switches,is_code_mixed
8 ko ka krna hai 1 he hai,6,0,0,6,1.0,0.0,0.0,0,False
"sab apne apne best sunset drop toh kar diye, par ye jo tumhari degree tumhe drop kar rahi hai uska kya ??",16,5,0,21,0.7619047619047619,0.23809523809523808,23.809523809523814,6,True
Leak hone ke wajah se radd ho gya ye b,7,3,0,10,0.7,0.3,30.000000000000004,4,True
ab se nahi dekhunga kabhi bhi ab o baat nahi rahi team india me jo dhoni sir ke rahte the,16,4,0,20,0.8,0.2,19.999999999999996,6,True
googly daal dia apne,2,2,0,4,0.5,0.5,50.0,3,True
Bhai aap bhut strong ho apki es me hum Rajasthan ke engineer ap ke sath he,14,2,0,16,0.875,0.125,12.5,4,True
Yes. Modi h to mumkin h.,3,3,0,6,0.5,0.5,50.0,4,True
"- tripura ke bhi apne hi log hain uspe apni aankhein kyun band ki hui hain ? tweet hi kardo, meharbaani hogi aapki. hmm to aap hi sab ke karam pe ji rahe hain. hamari kaun sunne wala h",34,3,0,37,0.918918918918919,0.08108108108108109,8.108108108108103,5,True
Gender ulta to nahi bol diya apne,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,3,True
Ache logo ke sath bura hi hota hai.,5,3,0,8,0.625,0.375,37.5,5,True
Pata nahin kis kisam ke ghatiya log hai. Allah Kare ke Imran Khan ke jald ine ghatiya logon se jaan chote,18,3,0,21,0.8571428571428571,0.14285714285714285,14.28571428571429,6,True
story sun ke aur sir ko dekh dil dard se bhar jata hai. himmat banaye rakhiye,13,3,0,16,0.8125,0.1875,18.75,5,True
n sinh du h c c ng nh l i t u ng s t qua,1,15,0,16,0.0625,0.9375,6.25,2,True
na ur man nau,2,2,0,4,0.5,0.5,50.0,2,True
ng badi wala naman ako ih :((,3,3,0,6,0.5,0.5,50.0,2,True
"president barrack obamas aunt dies - former us president barrack obamas aunt is dead. hawa obama died on wednesday night after battling a stroke for two years in kasipul, homa bay -",2,28,0,30,0.06666666666666667,0.9333333333333333,6.666666666666665,4,True
ok nachna cancel tere sath rhungi,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
salman ki jalti hai pratik se mujhe samjh nahi aata nation demands pratik,11,2,0,13,0.8461538461538461,0.15384615384615385,15.384615384615385,2,True
ek baat mann main aayi thi rishtey ki paar ho jaaye par kisi third person ko interfere nahi karna chahiye,17,3,0,20,0.85,0.15,15.000000000000002,4,True
Guys weekend ka war suru hone se phle 1 million trend hona chahiye,7,5,0,12,0.5833333333333334,0.4166666666666667,41.666666666666664,5,True
return sharma most welcome behen,2,3,0,5,0.4,0.6,40.0,3,True
Very true..Umar ne Dhaka diya tha jawab main ..why everytime uske profession ko laya ja raha hai....usko pani main gaya koi question nahi kiya..Simba ko sajjan purush bana diya,25,7,0,32,0.78125,0.21875,21.875,9,True
jaake uske tweets padho ke saare tweet anti india or uski to gand jalti he modi govt se,11,7,0,18,0.6111111111111112,0.3888888888888889,38.888888888888886,8,True
congratulations to me 💞 - mah sister blessed with baby boy 😍🥰 - oye mein toh mama ban gaya blessed 😇🥳🥳 super super super duper happy wish ghar pe hota 🥺 3 ghante ke baad ghar 😭,14,15,0,29,0.4827586206896552,0.5172413793103449,48.275862068965516,7,True
chauhan jb bade baat kr rhe ho toh chote ko beech me nhi bolna chahiye,12,3,0,15,0.8,0.2,19.999999999999996,6,True
"05:58 Temp. 4C, Hum. 96%, Dewp. 3.2C, Bar. 990.7 hpa, Rain Today 2.2000 mm, Wind 231 4.0 km/h",3,8,0,11,0.2727272727272727,0.7272727272727273,27.27272727272727,5,True
"bhai tera kaam yahi bach gya h tu sabko happy b'day bolta rha kar bas. run contain karna sikh kya 4,6 khata rahta h isiliye wo select nhi kre varna apna hota, gh",24,9,0,33,0.7272727272727273,0.2727272727272727,27.27272727272727,11,True
"there is only one happiness in this life, to love and be loved. queen of hearts",0,16,0,16,0.0,1.0,0.0,0,False
big breaking aap kaun khamakha,3,2,0,5,0.6,0.4,40.0,1,True
"mark 1st player,found !",0,3,0,3,0.0,1.0,0.0,0,False
Yaar aaj school hi nhi jana chaiye tha,7,1,0,8,0.875,0.125,12.5,2,True
Ab kuch thand badh rhi h finally,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,1,True
patrick explains the nice guys (and why it's great) - christmas special via,0,13,0,13,0.0,1.0,0.0,0,False
"jeetenge bhai jeetenge, ye contest jeetenge. 33",5,1,0,6,0.8333333333333334,0.16666666666666666,16.666666666666664,2,True
Sahi hai yaar. Abhi 15 saal aur research ka scope hai tumhara.,8,3,0,11,0.7272727272727273,0.2727272727272727,27.27272727272727,6,True
"sarkari kehte hain 2014 se pehle bhi surplus thi bijli, aur uske baad bhi hai. kuch 16000 ke kareeb hi jagah thi jahan bijli nahi ja payi thi, unme se kitne abhi bhi rehte hain kuch nahi pata. saaf nahi rakhti hai sarkar abhi.",39,3,0,42,0.9285714285714286,0.07142857142857142,7.14285714285714,5,True
mafi maang maa ke laude!!!!!!! bhagwan ko gaali diya hai tu hamare!!hamare yahan har hindu mein bhagwaan baste hain tere allah ki taraha kuch bhi hisaab nahi hai hamaara!!saala aaj kal trend ban chuka hai hinduon ka majak aur publicity lena!!,39,4,0,43,0.9069767441860465,0.09302325581395349,9.302325581395355,8,True
Rooz new update karte yar tum,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,2,True
choti i wish i could do nails i literally suck so bad i just save to go get them done lol,2,19,0,21,0.09523809523809523,0.9047619047619048,9.523809523809524,2,True
"uss ek saal ke liye aur iss case ke liye poori liberal jamaat lagi hui hai defending aryan khan like he is a god send. and of course, i forgot, srk was india, until his son was arrested for,oh my god, class a drugs.",15,30,0,45,0.3333333333333333,0.6666666666666666,33.333333333333336,9,True
mardon ke saath bhi aisa hota hai? 😭,6,1,0,7,0.8571428571428571,0.14285714285714285,14.28571428571429,1,True
Phir v devo k liye sab kuch manjur hai,7,2,0,9,0.7777777777777778,0.2222222222222222,22.22222222222222,2,True
plz plz expose me😭😭 meri bachpan se khwahish hai koi mujhe expose kry😭😭😭 lekin asa kaam hota hi mujh se ke koi expose kry😭😭😭😭 oho i don't need or anything 😂 rehny do ap.,17,14,0,31,0.5483870967741935,0.45161290322580644,45.16129032258065,6,True
famosa? kk,1,1,0,2,0.5,0.5,50.0,1,True
mere pe line marta ha sharm nahi aata 😒,6,2,0,8,0.75,0.25,25.0,2,True
aise toh apki trp 0 hogi kitna boring dikha rahe ho,8,2,0,10,0.8,0.2,19.999999999999996,4,True
Hmary log preshan ni rehty. Maybe tm ki bat kr rhi ho.,7,5,0,12,0.5833333333333334,0.4166666666666667,41.666666666666664,5,True
but chances full hai behen....and fake pata nahi..,4,5,0,9,0.4444444444444444,0.5555555555555556,44.44444444444444,3,True
Karan me dum nhi yaar! Nhi hai usme dum! Yeh starting se dekhti hu mai. Back foot pe he rehta hai vo! Pata nhi yeh log usko winner kaise hai!,24,6,0,30,0.8,0.2,19.999999999999996,7,True
Sir Arab paisa hai aur koi mujhe puchta bhi nahi. Aap bhi kuch mat kijiye . Mein meri signature nahi dungi,15,5,0,20,0.75,0.25,25.0,8,True
pakka ade 😂😂,1,1,0,2,0.5,0.5,50.0,1,True
Inke students ki intership chalti rehti hai lagta hai pura saal,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,4,True
jannat ve raining tomorrow,2,2,0,4,0.5,0.5,50.0,1,True
aisa kyun hota?..kya h yahh..? m ek sadharan saa aam Bhartiya naagrik hu..m unhe personally nhi janta..unse koi rishta bhi nhi rhaa kabhi...bss ek ahsaas tha k haa wo koi bahut bdi taakat h iss desh ki suraksha k liye..unko dekhne pr ek khaas ki khushi ki anubhooti hoti thi1,48,7,0,55,0.8727272727272727,0.12727272727272726,12.727272727272732,14,True
Un logo ne trailer nhi dekha tha kya 😂,6,2,0,8,0.75,0.25,25.0,4,True
"bin peni ka lotta he yeh, vote pane k liye kabhi bhi kuchh bhi bol sakta he",13,4,0,17,0.7647058823529411,0.23529411764705882,23.529411764705888,3,True
ma mre la femme de ma vie 😮💨,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,3,True
i am in 21st century but.....but still i believe ki agar chappal ulti hai toh pakka aaj ladai hogi 🤷🤦,11,8,0,19,0.5789473684210527,0.42105263157894735,42.10526315789473,3,True
i am so sad 😢😢😢 mere dil ki dhadkan umar,5,4,0,9,0.5555555555555556,0.4444444444444444,44.44444444444444,1,True
kya hogi 1 mahine baad sab maja to tab hai agar srilanka ki jail me band ho to,14,3,0,17,0.8235294117647058,0.17647058823529413,17.647058823529417,6,True
Jo vote nehi denge unhe khush karne ke chakkar mein khudke pair mein Mardi BJP ne...,14,2,0,16,0.875,0.125,12.5,4,True
PM Care fund kaha gaya,2,3,0,5,0.4,0.6,40.0,1,True
yes phir ho skta hai. 🙌,3,2,0,5,0.6,0.4,40.0,2,True
sir mere jitne bh parcels h unko itna centre pe ghuma kyu rhe ho mera parcel bahar se aya th agra aligarh se mere delivery centre hathras aana chahiye th but apne usko bilaspur bhej diya h no 7420103650152,28,10,0,38,0.7368421052631579,0.2631578947368421,26.315789473684216,11,True
"that's great! but yar kuch log aisa pretend krte h ki jaise unhe bengali ka 'b' tak ni pata, i like alien 👽 😭😂",13,10,0,23,0.5652173913043478,0.43478260869565216,43.47826086956522,8,True
The real de chota,2,2,0,4,0.5,0.5,50.0,1,True
"India ko El Salvador se kuch jo aaj bitcoin city, bitcoin school or bitcoin dip entry le lekar apne country ko develop kar Rahe hai aap yeah Socho ki aap block chain technology ko negative way se nhi positive way S3 lo .... Indian wants crypto n regulate Karo",21,27,0,48,0.4375,0.5625,43.75,19,True
sb retweets n like krte follow kyun nhi krte please make sure to follow everyone in together we will be stronger i will give follow back to everyone captain umar ka raaj,7,25,0,32,0.21875,0.78125,21.875,5,True
"Harkatein dekhi hai aapne, phir puchte ho itna ghussa kyun karti ho Waise kuch logo ko dekhti hi bina waja ka ghussa aajata hai Shakal hi aise hi ke blood pressure high ho jata high",30,5,0,35,0.8571428571428571,0.14285714285714285,14.28571428571429,5,True
inn rt general ny pakistan barbad kiya media par sab nazar ata hai,7,6,0,13,0.5384615384615384,0.46153846153846156,46.15384615384615,3,True
"opened 200, but this happened about 40-50 packs down",0,7,0,7,0.0,1.0,0.0,0,False
tagline bhi copy... aree kuch to originality rakho stand positive baap baap hota hai never mess with karan,10,8,0,18,0.5555555555555556,0.4444444444444444,44.44444444444444,7,True
so well said devo baat sahi hai kuch bhi ho it's ladki ki galti kapade aaise pehno .... credit bossbabe.saying for edit,13,10,0,23,0.5652173913043478,0.43478260869565216,43.47826086956522,6,True
Ladna hai to samne ake ladh na. ke piche kyun chupta hai? Kar de tag.,13,2,0,15,0.8666666666666667,0.13333333333333333,13.33333333333333,3,True
"resident evil: welcome to city (2021) ⭐⭐⭐➕ this resident evil reboot successfully sticks a lot closer to the video games. there is a lot of story and too many characters in, but its certainly fun and frantic. easter egg evil on your face.",0,41,0,41,0.0,1.0,0.0,0,False
will try to ignore dear ❤but kbhi kbhi tolerate nhi hota jb bat idol pr aati h..,6,10,0,16,0.375,0.625,37.5,5,True
Where is improvement?? Where ... We are still conceding via CORNERS,2,8,0,10,0.2,0.8,19.999999999999996,2,True
trade mein isi ko bhejo waha badle mein kuch nhi chahiye iske saath woh rana sagarika barkha ko bhi bhejo 🤣😜😀,19,1,0,20,0.95,0.05,5.000000000000004,1,True
achaa sab 2 wale itni raat tak india me jage hai. inke aaka 18 gante kaam karte hai phir bhi desh ki sampati ko bech raha hai. aur aag lagane ke liye 18 ghante kamm karte hai.,30,4,0,34,0.8823529411764706,0.11764705882352941,11.764705882352944,7,True
apne guruji bhagavad gita ko follow karte h -,5,3,0,8,0.625,0.375,37.5,5,True
Kyaa Batt kahi h yarr.....Pure video ka link bhej na mujhe dekhna hai.......Satya wachan.......Bilkul sahi keh rahe h ye log,18,5,0,23,0.782608695652174,0.21739130434782608,21.739130434782606,8,True
sir mujhe chest bahut jyada pain hota hai mujhe pata nahi kya bimari hogi mere pass hospital jaane ke bhi paise nahi hai plese sir mera treatment kar dijiye aur meri zindagi bacha lijiye please sir aapse aakhri umeed hai,31,9,0,40,0.775,0.225,22.499999999999996,12,True
kuch karna ko ni ha mera pass zero mean kahi ki,8,3,0,11,0.7272727272727273,0.2727272727272727,27.27272727272727,2,True
agar miss guide krta hota toh hum or har baar kbhi nhi jeet paate . ab app bots ki baatein kroge toh kuch or logic three years se hasan ko dekha hai jisko bhi support krte hai dil se krte hai . next time kuch new logic,30,15,0,45,0.6666666666666666,0.3333333333333333,33.333333333333336,13,True
tum ho cm nitish... Teri aukat ki bahar hai.... Vikas karna... Lekin tum yakin mano agar es corona kal me jinda bach gaye na... Khoon ki aashu royega tum,27,2,0,29,0.9310344827586207,0.06896551724137931,6.896551724137934,4,True
sukoon fiancee tera h na tu krle mai to abhi bacchi hu,10,2,0,12,0.8333333333333334,0.16666666666666666,16.666666666666664,4,True
Toh kya ab bechare khana bhi na khaye....ye toh had ho ho gayi.,12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,3,True
Sab moh maya hai....kuch nahi hona hai.,6,2,0,8,0.75,0.25,25.0,3,True
😂 uska name up hona tha na phir,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,2,True
lf chodo im waiting for todays episode. like mujhse sabar nahi ho rahi,6,7,0,13,0.46153846153846156,0.5384615384615384,46.15384615384615,3,True
he is our hero.kabhi kabhi bowler ka din nhi hota.he will be the player of semi and final.inshallah,8,13,0,21,0.38095238095238093,0.6190476190476191,38.095238095238095,5,True
"Aapke baare main kya kahe sir ... Kamina yet dil ka accha, nautanki yet 😂♥, mera bahut dost, funny , caring... Yaaron ka yaar Thanks for being my friend... One of the best person I have ever met on this app",19,19,0,38,0.5,0.5,50.0,9,True
Bilkul sahi h sir.,2,2,0,4,0.5,0.5,50.0,1,True
ya allah tera shukar hai.. too ny mujy phir sy sehat aata ki...❤❤🙏 or mujy bht kuch ko mila is takleef mai👍❤❤ shukralhumdulillah❤,17,4,0,21,0.8095238095238095,0.19047619047619047,19.047619047619047,6,True
Me har dao tomar de maana ???,6,0,0,6,1.0,0.0,0.0,0,False
idher theory pass krna and uske baad you HAVE to take lessons and udher k rules aur pakistan k mai zameen asmaan ka farq hai also you need to be in the country for i think 6 months before you can even apply for provisional,14,30,0,44,0.3181818181818182,0.6818181818181818,31.818181818181824,11,True
baat shi h ki kya gaali de iss duniya mein sb gaali deta h main tum sb that's true but aapko kisne haq ki tum kisi ko tweeters ke liye kutta bolo tum ho kaun bey aadmi ho ya main khule aam bolta hu tum kutte ho aur rahoge,42,8,0,50,0.84,0.16,16.000000000000004,8,True
When someone is ignoring ur texts just try this:mujhe tere bare mein kuch pata chala ha!!! Phir net off karke sajao,11,11,0,22,0.5,0.5,50.0,3,True
social media pr to aisa hi hota hai .... jab ap social media use kr hain to phir ye baat to zehan mai rakhni hi chahiye .... jab tk k wo log add na hon jin ko ap real life mai janty hain ...,31,10,0,41,0.7560975609756098,0.24390243902439024,24.390243902439025,7,True
kuch to log kahenge 'logo' ka kam hai kehna. let's give a shout out to your brand with a logo that speak for itself 💡 visit: or mail us at info.com,9,23,0,32,0.28125,0.71875,28.125,1,True
"Picked up that follower today too! Loving life in vibrant, healthy and free in Melbourne actually. And loving life-u still sad Dan is making u wear a mask?",0,29,0,29,0.0,1.0,0.0,0,False
supervisor na ya tweet parh li to smjho lag gaya,7,3,0,10,0.7,0.3,30.000000000000004,5,True
Haaye! Waking up to my babies like this. How good seeing them smiling and affectionate towards each other. Karan said ese thori na pyaar karta hon tujh se uff he is saying the pyaar word 😭 Karan &amp; his for his future daughter 😭😂,14,28,0,42,0.3333333333333333,0.6666666666666666,33.333333333333336,9,True
apne papa ka jeans kyo pehna hai......,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,4,True
Ye nalla Rahul bs remake banata hai aur fir song flop hota hai to paise se views kharidta hai 😂,14,5,0,19,0.7368421052631579,0.2631578947368421,26.315789473684216,6,True
Ye movies ke end wale scene ko beginning mein hi dikhana zarori hai kya ...,10,4,0,14,0.7142857142857143,0.2857142857142857,28.57142857142857,8,True
"haalat kaise bhi ho, apno ka saath hi hai. ek daur se guzar ke hi humein pata chala, saath rehne ki ahmiyat. aur zee cinema apno ke saath bitaye huye inhi lamhon ko dil se celebrate karta hai.",33,5,0,38,0.868421052631579,0.13157894736842105,13.157894736842103,7,True
our patel bhai who not only gave freedom to the people of gandhi family but also respected their interests and the people of india should be proud that patel bhai is the tallest in the world. 🙏jai hind🙏,5,31,0,36,0.1388888888888889,0.8611111111111112,13.888888888888884,6,True
Our Acche Din is here,2,3,0,5,0.4,0.6,40.0,2,True
e ka pyaar rubina,2,2,0,4,0.5,0.5,50.0,2,True
Hr kisi k pass nhi hota asa confidence,5,3,0,8,0.625,0.375,37.5,4,True
haryana ka hi hai arrest bhi hue thi par sath ke sath mil gyi lady jo hai kuch bhi kar sakti hai kyuki kanoon ne hath jo itne khol diye ab aise haram aurat uska kyu naa fayda uthaye bachhe nana mama ke paas rahenge,43,2,0,45,0.9555555555555556,0.044444444444444446,4.444444444444439,4,True
I really want to open up to people mgr phir unhe Khatam nhi hote xD,5,10,0,15,0.3333333333333333,0.6666666666666666,33.333333333333336,2,True
neg trend emo 🏃🏻♀️,0,3,0,3,0.0,1.0,0.0,0,False
"there is another set of parents of sameer who are being tortured. they are having sleepless nights. reason: very well known to all. what do you feel for them? ya sirf apne industry walon ka dard, dard lagta hai?",10,29,0,39,0.2564102564102564,0.7435897435897436,25.64102564102564,5,True
Ae out of the show matlab show khatam hone ke bad english sikh ke aa pehle anpadh gawar,11,7,0,18,0.6111111111111112,0.3888888888888889,38.888888888888886,6,True
Will do... 😂😂😂TL slips make me feel like I'm donating,1,9,0,10,0.1,0.9,9.999999999999998,2,True
Dodo us Ka met Nahi chal Raha 🙂💔🥲,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,3,True
bolne wale par nsa laga kya ??🤔 .... o teri wo to hindu h,8,4,0,12,0.6666666666666666,0.3333333333333333,33.333333333333336,5,True
ey hawa he is mine person sahib,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,2,True
I'm asking sara dukh raat ko hi kio hota hy beyyy,9,3,0,12,0.75,0.25,25.0,1,True
*searching for our beloved summer webtoon* i need to know their endgame,1,11,0,12,0.08333333333333333,0.9166666666666666,8.333333333333337,2,True
"El video que subir© hoy, har a ms de uno en Gears",5,7,0,12,0.4166666666666667,0.5833333333333334,41.666666666666664,4,True
only call emergency ...tn govt help👍🏼,1,4,0,5,0.2,0.8,19.999999999999996,2,True
Ok bhai muje nahi pata tha aaj but kiya hai will sell.Thanks.,8,5,0,13,0.6153846153846154,0.38461538461538464,38.46153846153846,4,True
"bcoz he is against bursting crackers in diwali and has fireworks on his birthday and even when his team wins or its new year,he never criticized them to yaha gyaan kyun chodna personal opinion should be respected but not if someone is a hypocrite",8,37,0,45,0.17777777777777778,0.8222222222222222,17.777777777777782,8,True
I THINK TODAY WE WILL GET POSTER 100M FROM YG ENT???,1,9,0,10,0.1,0.9,9.999999999999998,1,True
bahi bhai 🤣🤣 aaj me 🤣🙌,4,0,0,4,1.0,0.0,0.0,0,False
Is sy acha time km e kahin aur spend hota,6,4,0,10,0.6,0.4,40.0,4,True
i m that person jo bari sa bari bat bardast kar sakti hu lakin ek choti si bat par dill bhar ata,16,6,0,22,0.7272727272727273,0.2727272727272727,27.27272727272727,5,True
acha toh bhai seen ye hy k mujhe smjh ni ata k ye kia seen hy recreate your bhai usko mention kr bhi lain tab bhi koi faida ni hota toh ye kiu,27,6,0,33,0.8181818181818182,0.18181818181818182,18.181818181818176,8,True
"I don't know too much about Petrson. The NYT called him a guru for the patriarchy or something. But, I remember reading some of the things he said to young men and thinking I agreed with them. So maybe I'm confusing two authors. Regardless, this tool ain't it.",4,47,0,51,0.0784313725490196,0.9215686274509803,7.843137254901967,8,True
Only SOORYAVANSHI. Chahe kuch bhi ho I will pray only SV becomes HGOTY. It's high time now. Only Akshay only SV.,7,15,0,22,0.3181818181818182,0.6818181818181818,31.818181818181824,6,True
ma mere elle est pour a,2,4,0,6,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
if you haven't seen it then it's your fault. not ours. your spy only took some particular ss &amp; you people presented it in a bad manner. isse aag lagana kehte hain jo aap jaise logon ko bohot acche tareeke se aata hai. boss couple,15,32,0,47,0.3191489361702128,0.6808510638297872,31.914893617021278,2,True
banda nayi id banake aaya hai Asli se kaise ayega block jo kia hai mujhe.,13,2,0,15,0.8666666666666667,0.13333333333333333,13.33333333333333,4,True
"sir bahut acchi baat hai scientist ban gaye..lekin ek baat bataye inke scientists banne se kisko faayda??aapko humko ya unke gharwalo ko??aap ye tasveer tab lagaye jab ye banda kisi sector main kuch help kare,kaam kare...muuslim youth ko guide kare",39,6,0,45,0.8666666666666667,0.13333333333333333,13.33333333333333,12,True
"that nail polish, the loss of which he laments, is for the enormous majority, a mere training to act as a pic",2,20,0,22,0.09090909090909091,0.9090909090909091,9.090909090909093,4,True
Galat feel hora hota,3,1,0,4,0.75,0.25,25.0,2,True
"izzatein, shoratein, chahatein, ulfatein, koyi bhi chiz mein rehti nahi. aaj mai hoon jaha kal koyi aur tha, ye bhi ek daur hai wo bhi ek daur tha ! - sahir ludhiyanvi!",28,2,0,30,0.9333333333333333,0.06666666666666667,6.666666666666665,3,True
fact is rohit ne 92 ya 57 nahi 0 banaya. shaheen ka ek over nahi khel paaya and average vahin hota hai jo log aaj bhi sir don bradman ka yaad kartey hain aur unhe greatest batate hain based on average,26,12,0,38,0.6842105263157895,0.3157894736842105,31.57894736842105,10,True
😭 aree bhai notification nhi dikha tha iska aaj comments khol ke dekhe,10,2,0,12,0.8333333333333334,0.16666666666666666,16.666666666666664,4,True
baki log discussions krte h views dete h apas me.. lekin jb nishant pratik bate krte h to vo ho jati h.. aise idiot log h jb dimag batt rha tha to ye karan teja ki ass licking kr rhe the inko mic ka option hi kyu dete h shining star nishant,34,18,0,52,0.6538461538461539,0.34615384615384615,34.61538461538461,22,True
hain youtube pakistan me nahi h? accha 1 sec,4,4,0,8,0.5,0.5,50.0,5,True
We dont have anything in common kyun ke youre a Thrilling Buzzer and Im a Quiet Stabilizer 😅,3,14,0,17,0.17647058823529413,0.8235294117647058,17.647058823529417,2,True
Haan bhai sahi kaha tumne (Heart emoji) KING KONG OUT TOMORROW,5,6,0,11,0.45454545454545453,0.5454545454545454,45.45454545454546,1,True
aao tum logo ko abc a e f g h j k l m n p q r s v w y z,5,18,0,23,0.21739130434782608,0.782608695652174,21.739130434782606,7,True
"sir , aapka janta darshan bekar hai , mere pitaji 2 baar gaye hai aapke pass , abhi tak kabja nahi mila humey humari jamin par , aap order karne ke baad shikayat portal par sambandhit jila me jati h , waha khana puri ho jati h , ap laut kar dekhte h kya ki kya hua.sab",44,7,0,51,0.8627450980392157,0.13725490196078433,13.725490196078427,13,True
"kabhi kabhi aapki unchi caste bhi kaafi nahi hoti aapko se bachane k liye, congress ka naukar hona padata hai. comrade haath salam ko ye realise ho gya, nahi to inka bhi sudha bhardwaj karwa dete congressi, specially youth leader rahul baba.",33,9,0,42,0.7857142857142857,0.21428571428571427,21.42857142857143,11,True
Est ce que c'est bien ou pas,1,7,0,8,0.125,0.875,12.5,1,True
"Sirf ek hi ismey wrong comparison hai, Ravan kaisa bhi tha woh ek hindu tha, shiv bhat tha, woh Raul Vinci ki Tarah converted nahin tha.",19,7,0,26,0.7307692307692307,0.2692307692307692,26.923076923076927,9,True
"Guys Please Try Once, Mene Try kia Mujhe Call Bhi Agye ti, Aur Hamara Rishta Bhi Fix Hugaya. Ub Hm Bacho Ke Naam Soch Rhy.",17,8,0,25,0.68,0.32,31.999999999999996,9,True
"Sapne mein dekha maine ki bohot saare log Kurla ki buss mein hai, woh bus Kurla station jaa rahi hai, aur mujhe toh mere ghar jana tha? Place location and home unknown, address?",25,8,0,33,0.7575757575757576,0.24242424242424243,24.242424242424242,5,True
Itni to aag lagti mujhe Jub Koi directly mere phone me jhaank kar kehta kia kar raha hai? Wtf? Manners nhi ?,16,5,0,21,0.7619047619047619,0.23809523809523808,23.809523809523814,8,True
aise kaise ho sakta hai!! national income tax filing portal of worlds largest democracy!!,6,8,0,14,0.42857142857142855,0.5714285714285714,42.85714285714286,2,True
A laise 3eme de carr©ment,2,2,0,4,0.5,0.5,50.0,2,True
Tu pehle pisle.tujhe to teri sakal ke liye h jail leke jayega,10,3,0,13,0.7692307692307693,0.23076923076923078,23.076923076923073,4,True
"When they have to get their loans canceled, who do that for them? Don't say that there are no other farmers organizations in India other than BKU.",1,27,0,28,0.03571428571428571,0.9642857142857143,3.57142857142857,1,True
Bola hai kisine confirm karne k liye yeha pucha coz I doubt it,8,5,0,13,0.6153846153846154,0.38461538461538464,38.46153846153846,3,True
brain k doctors ki sona chandi ..,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
Mere account me dil do 😎,3,2,0,5,0.6,0.4,40.0,3,True
"Tu apne tweet apne pass rakh. Aur jo 4 log tum, super chat ke naam pe paise ho na and questions bhi nhi lete, na genuine ques ka ans nhi krte. Tu wahi h na ji bolta tha, 'virat ki century aaegi wtc final mei, likhke lelo', ho gya tu.",35,14,0,49,0.7142857142857143,0.2857142857142857,28.57142857142857,19,True
"Bachpan mein 👶, mein virus pe theories fake lagti thi ,ye mam kuch bhi bolti hai 👩🏫aisa thodi hota hai ki virus pure world mein spread hoga 😂, aaj ki condition dekhke aate hai 💔, virus mein itni power hai aaj pata chala 😥, rakhe",29,11,0,40,0.725,0.275,27.500000000000004,16,True
Iss gadhe ne Nishant nalla ka saath diya but Nishant ne uski le li.phir bhi usko akal nehi aayi abhi kk and tp ke piche pad gaya sach main jay khali he,29,4,0,33,0.8787878787878788,0.12121212121212122,12.121212121212121,6,True
"Ye raha ketchup ka thela :) Saare Pakistani kripya yaha se ketchup aur chutney le, aur India Pavillion pe jaake actual products dekhe.",14,8,0,22,0.6363636363636364,0.36363636363636365,36.36363636363637,12,True
Rahul should go to new teams is best option 👍👍,1,8,0,9,0.1111111111111111,0.8888888888888888,11.111111111111116,1,True
video link :,0,2,0,2,0.0,1.0,0.0,0,False
Mere pass pora ghar ha but phir bhi nai rulana,8,2,0,10,0.8,0.2,19.999999999999996,4,True
mujhe le jao na tumhare pass. i feel so lonely 😭😭,5,5,0,10,0.5,0.5,50.0,1,True
mera phone wese hi adh-mara kal gira or aaj phir gira 😭🤧,9,3,0,12,0.75,0.25,25.0,6,True
"wish you a very happy birthday to the dynamic mla bhai 🎂🎉 he is one of the mla who has a true following in the gk constituency. you will get to listen to his work from common people.👏👏 keep rising, keep motivating 🙌",2,39,0,41,0.04878048780487805,0.9512195121951219,4.878048780487809,2,True
"Bhai ek baat yaad rakh, jab hoga toh yeh sahab aur unki family ko pehle bed mil jayega, par tujhe nahi !!! Sab apne khud ke health govt. keh rahe hein !! Apna socho, dusro ka nahi !!! Yeh jo ministers, yeh bade bade officers inko best treatment milegi !",38,8,0,46,0.8260869565217391,0.17391304347826086,17.391304347826086,12,True
aaj uski health sahi nahi hai lekin shamita ne jaise hi rajiv ko kaha ki muze aaj massage de thode time ke baad raqesh usko massage de raha tha,25,4,0,29,0.8620689655172413,0.13793103448275862,13.793103448275868,8,True
ap tou pakistan ne b dil jeet lia ap kab jeeto gay?,8,4,0,12,0.6666666666666666,0.3333333333333333,33.333333333333336,5,True
